 artemadmin,112,04.07.2022,15:26:27.641807 
 artemadmin,112,04.07.2022,15:26:27.641807 
 artemadmin,112,04.07.2022,15:26:27.641807 
 artemadmin,112,04.07.2022,15:26:27.641807 
 artemadmin,112,05.07.2022,13:54:04.653081 
 artemadmin,18_01_22,06.07.2022,09:53:10.093404 
 artemadmin,18_01_22,06.07.2022,09:53:10.093404 
 artemadmin,0000,06.07.2022,11:16:20.252409 
 artemadmin,000,06.07.2022,11:16:20.252409 
 artemadmin,401_008057,06.07.2022,13:41:12.557253 
 artemadmin,401_008057,06.07.2022,14:57:32.959970 
 artemadmin,1111,11.07.2022,11:25:04.841133 
 artemadmin,1111,11.07.2022,11:25:04.841133 
 artemadmin,1111,11.07.2022,11:25:04.841133 
 artemadmin,1111,11.07.2022,11:25:04.841133 
 artemadmin,1111,11.07.2022,11:25:04.841133 
 artemadmin,1111,11.07.2022,11:25:04.841133 
 artemadmin,1111,11.07.2022,11:25:04.841133 
 artemadmin,0000,11.07.2022,11:32:37.663979 
 artemadmin,32122,11.07.2022,11:32:37.663979 
 artemadmin,32122,11.07.2022,11:32:37.663979 
 artemadmin,401_006306,11.07.2022,11:32:37.663979 
 artemadmin,9999911,12.07.2022,11:08:39.416017 
 artemadmin,9999911,12.07.2022,11:08:39.416017 
 artemadmin,9999977,12.07.2022,11:27:16.745886 
 artemadmin,751,12.07.2022,11:27:16.745886 
 artemadmin,751,12.07.2022,11:27:16.745886 
 artemadmin,751,12.07.2022,11:27:16.745886 
 
